,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre,genreEncoded,grouped_genres
4808,Supersonic (VIP),206010,False,45,Noisia;Skrillex;josh pan;Dylan Brady,Horizon (with Noisia),0.416,0.506,9,-7.885,1.0,0.1,0.0404,0.0202,0.11,0.0613,172.028,4.0,525.0,breakbeat,4,2
4809,This Is Our God,348226,False,41,Hillsong Worship;Reuben Morgan,This Is Our God (Live),0.296,0.348,4,-10.548,1.0,0.0295,0.249,0.297,0.444,0.0703,159.955,4.0,928.0,iranian,12,2
4810,Rain Roof,30222,False,2,Nature Sounds;Rain Sounds Lab;Rain,Night Rain,0.0729,0.968,6,-29.014,1.0,0.0443,0.127,0.985,0.893,0.00154,177.409,3.0,88.0,sleep,16,1
4811,Somos Loucos,212688,False,45,Caviar Com Rapadura,Bebo Porque Gosto de Beber - Vol. 11,0.831,0.931,11,-5.165,0.0,0.0484,0.481,0.0,0.0261,0.948,98.018,4.0,347.0,forro,7,0
4812,BROKEN,267547,False,36,BiSH,GOiNG TO DESTRUCTiON,0.385,0.925,0,-5.48,1.0,0.0762,1.03e-05,0.253,0.155,0.435,174.125,4.0,764.0,j-idol,14,3
4813,Del Naband,228964,False,0,Electroqute,Caution,0.473,0.771,0,-3.932,1.0,0.0428,0.00831,3.3e-05,0.0937,0.426,120.008,4.0,455.0,iranian,12,2
4814,O Chamado - Ao Vivo,261440,False,45,Leandro Borges,Leandro Borges ao Vivo: Parte 2,0.464,0.372,10,-9.754,1.0,0.121,0.744,0.0,0.764,0.488,178.798,4.0,754.0,brazil,3,0
4815,No Quiero A Nadie,178106,False,43,Lérica,No Quiero A Nadie,0.704,0.587,1,-5.666,1.0,0.0287,0.125,0.0,0.0991,0.775,114.979,4.0,335.0,spanish,17,0
4816,Como Ayer,217217,False,27,Juanafé,Parrilladas Vargas (Vol. II),0.732,0.613,1,-8.872,0.0,0.0352,0.765,1.16e-06,0.137,0.924,102.481,4.0,363.0,afrobeat,0,0
4817,Now That You're Gone,481500,False,7,Mike Dunn,Return Of Tha Lost Soul EP,0.851,0.642,1,-8.725,0.0,0.0446,0.00313,0.0628,0.105,0.691,124.996,4.0,1002.0,chicago-house,5,2
4818,Big Medicine - Album Edit,258546,False,5,Ron Trent,Dance Floor Boogie Delites,0.755,0.739,9,-11.489,0.0,0.0503,0.211,0.348,0.179,0.695,123.451,4.0,527.0,chicago-house,5,2
4819,Mil Vidas,189398,False,47,Léo Magalhães,Oi,0.744,0.708,1,-5.13,1.0,0.033,0.69,0.0,0.115,0.823,137.904,4.0,428.0,forro,7,0
4820,Pequeña Serenata Nocturna 1er Movimiento K525,362997,False,35,Sweet Little Band,Mozart Para Bebês,0.491,0.322,7,-11.724,1.0,0.0354,0.741,4.34e-05,0.134,0.523,128.78,4.0,770.0,disney,6,0
4821,Against,267973,False,20,Nogizaka46,今が思い出になるまで (Complete Edition),0.484,0.945,8,-2.683,0.0,0.0755,0.194,0.0,0.343,0.513,129.96,4.0,573.0,j-idol,14,3
4822,奇跡という名のストーリー,242099,False,20,STU48,無謀な夢は覚めることがない【劇場盤】,0.368,0.826,6,-3.448,1.0,0.0421,0.0572,0.0,0.203,0.663,83.102,4.0,326.0,j-idol,14,3
4823,Kiska Rasta Dekhen - The Unwind Mix,287273,False,23,Shashwat Singh,Kiska Rasta Dekhe (The Unwind Mix),0.403,0.209,7,-13.908,1.0,0.0318,0.871,8.97e-06,0.153,0.339,130.856,3.0,558.0,indian,10,0
4824,Dead Man's Lullaby,354470,False,0,War Angel,Tales of the Damned,0.427,0.957,2,-4.297,1.0,0.096,0.0412,9.4e-06,0.357,0.325,155.988,4.0,901.0,iranian,12,2
4825,The Corner Of Her Eye,282720,False,15,Stumbleine,Spiderwebbed,0.343,0.755,1,-7.662,0.0,0.0497,0.441,0.875,0.37,0.0793,158.018,4.0,733.0,idm,9,2
4826,Mega Sena,230909,False,52,Pablo,Mega Sena,0.66,0.47,5,-5.217,1.0,0.0302,0.291,0.0,0.223,0.636,131.953,4.0,507.0,forro,7,0
4827,Brown Noise 148 LPF,170303,False,34,Granular,Colours,0.111,0.636,2,-32.014,0.0,0.102,0.784,1.0,0.112,0.00782,71.384,3.0,201.0,sleep,16,1
4828,好可惜,315681,False,23,Ada Zhuang,好可惜,0.465,0.478,10,-6.593,1.0,0.0259,0.472,0.0,0.0811,0.287,135.889,4.0,701.0,mandopop,15,0
4829,Nashville Blues,116386,False,28,Flatt & Scruggs,Town and Country,0.488,0.437,2,-15.779,1.0,0.032,0.105,0.974,0.141,0.918,129.856,4.0,243.0,bluegrass,2,0
4830,Soul Hacker,192826,False,54,Fear Factory,Genexus,0.591,0.958,11,-2.584,1.0,0.0505,1.26e-05,4.54e-05,0.216,0.696,125.031,4.0,397.0,industrial,11,3
4831,"I, Zombie",211666,True,25,White Zombie,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",0.389,0.989,10,-6.167,1.0,0.228,4.13e-05,0.636,0.21,0.0627,154.377,4.0,539.0,industrial,11,3
4832,Heavy Fan Breeze,236000,False,44,White Noise Research;White Noise Meditation,Concentration Enhancement,0.194,0.17,2,-31.599,1.0,0.0807,0.118,0.473,0.104,0.0278,83.988,4.0,331.0,sleep,16,1
4833,Entre a Serpente e a Estrela (Amarillo By Money),179866,False,39,Zé Ramalho,Frevoador (Versão com Faixas Bônus),0.377,0.585,5,-8.894,1.0,0.0336,0.366,0.00451,0.242,0.579,119.943,4.0,349.0,brazil,3,0
4834,Can You Feel It - New York Dub,189565,False,7,Chez Damier,House Top 1000 - The Anthems,0.804,0.814,4,-9.391,1.0,0.0575,0.00489,0.573,0.108,0.324,123.999,4.0,391.0,chicago-house,5,2
4835,Zouk do Rubi - Ao Vivo,200386,False,32,Forró Real,"Zouk do Rubi, Vol. VI: Ao Vivo",0.619,0.756,0,-9.764,0.0,0.118,0.318,0.0,0.141,0.702,112.366,4.0,376.0,forro,7,0
4836,Doobna Aata Hai,321912,False,32,Deepak Rathore Project,Doobna Aata Hai,0.558,0.312,6,-11.001,1.0,0.0363,0.782,0.0,0.105,0.309,148.534,4.0,782.0,indian,10,0
4837,情路有你感謝天,256466,False,33,詹雅雯,詹雅雯 今年一定會好過,0.428,0.493,5,-6.501,1.0,0.0303,0.566,0.0,0.202,0.436,80.035,3.0,343.0,mandopop,15,0
4838,Chak Lein De,262687,False,55,Kailash Kher,Chandni Chowk To China,0.709,0.779,8,-8.187,1.0,0.041,0.334,0.000266,0.387,0.611,129.022,4.0,561.0,indian,10,0
4839,The♡World's♡End,308013,False,40,Yui Horie,ワールドエンドの庭,0.663,0.875,7,-3.532,1.0,0.0428,0.107,0.000261,0.0667,0.742,119.986,4.0,601.0,j-idol,14,3
4840,Vicious Circle,256920,False,31,Promo,System Feedback - Promofile Classic 003,0.605,0.987,1,-2.413,0.0,0.258,0.39,0.00132,0.117,0.111,142.838,4.0,582.0,industrial,11,3
4841,Set It Off,183760,False,0,Skindred,Metal Lives!,0.583,0.915,0,-4.007,1.0,0.0811,0.00214,0.0,0.395,0.88,172.097,4.0,521.0,industrial,11,3
4842,Pursuit,247603,False,52,Gesaffelstein,Aleph,0.682,0.934,7,-4.822,1.0,0.0741,0.0619,0.926,0.106,0.0708,108.982,3.0,447.0,techno,19,2
4843,Canette - Bosq Remix,373515,False,18,Pat Kalla;Le Super Mojo;Bosq,"Straight from the Decks, Vol. 2 (Guts Finest Selection from His Famous DJ Sets)",0.852,0.699,10,-9.888,1.0,0.0717,0.104,0.0129,0.0767,0.941,123.018,4.0,759.0,afrobeat,0,0
4844,Zu Wyld,139750,False,15,Malin Brown,Zu Wyld,0.775,0.905,5,-2.971,1.0,0.238,0.253,0.0,0.429,0.776,123.05,4.0,283.0,happy,8,3
4845,Never Too Far,164840,False,10,Ron Trent,Dance Floor Boogie Delites,0.669,0.401,2,-11.852,1.0,0.211,0.336,0.902,0.0823,0.574,175.983,4.0,475.0,chicago-house,5,2
4846,Can You Feel the Love Tonight (The Lion King),188000,False,28,Twinkle Twinkle Little Rock Star,Lullaby Versions of Disney Classics,0.719,0.203,6,-18.857,1.0,0.0433,0.946,0.303,0.187,0.424,120.017,4.0,366.0,disney,6,0
4847,"Saint-Saens: The Carnival Of Animals ""The Swan""(Arr. for Piano by David Healer) - Piano Lullaby Version",115499,False,18,David Healer,Classical Piano Lullaby of Prenatal Education in Mother,0.696,0.0349,5,-22.63,1.0,0.069,0.979,0.927,0.102,0.275,119.979,4.0,227.0,disney,6,0
4848,"For Aisha (Featured in ""The Sky Is Pink"")",357931,False,57,MEMBA;EVAN GIIA;Nooran Sisters,"For Aisha (Featured in ""The Sky Is Pink"")",0.568,0.622,4,-6.548,1.0,0.109,0.063,0.0018,0.56,0.109,76.984,4.0,454.0,indian,10,0
4849,Reno Ride,65280,False,0,Clarence White,Flatpick (Collector's Deluxe Edition),0.502,0.317,2,-15.961,1.0,0.0352,0.932,0.902,0.0999,0.925,111.601,4.0,113.0,bluegrass,2,0
4850,Clean White Noise,72651,False,41,"Spa;Spa, Relaxation and Dreams;Relax Meditate Sleep;Loopable;Deep Meditation Sleep;Lullaby Land",White Noise Spa Collection - 50 Shades of Ambience (Loopable and without fade),0.0,2.03e-05,9,-8.327,1.0,0.0,0.112,0.331,0.663,0.0,0.0,0.0,0.0,sleep,16,1
4851,今日は負けでもいい,280440,False,15,NGT48,世界の人へ (Special Edition),0.588,0.649,5,-6.263,1.0,0.0247,0.11,0.0,0.485,0.505,95.043,4.0,436.0,j-idol,14,3
4852,Paraquedas,168426,False,52,Gabriel Diniz;Jorge & Mateus,Paraquedas,0.589,0.937,1,-2.332,1.0,0.0383,0.652,0.0,0.179,0.809,171.033,4.0,466.0,forro,7,0
4853,Picante,118773,False,30,Busy Signal,D.O.B.,0.825,0.515,6,-9.533,1.0,0.078,0.0219,4.74e-05,0.0918,0.225,113.055,4.0,222.0,j-dance,13,0
4854,Love Of My Life,194385,False,34,Sweet Little Band,Queen For Babies,0.591,0.154,5,-14.839,1.0,0.0364,0.856,0.0891,0.086,0.551,78.0,4.0,250.0,disney,6,0
4855,Secret Place / Goodness of God - Live at Team Night,546300,False,39,Hillsong Worship;Chris Davenport,Team Night,0.282,0.393,0,-10.0,1.0,0.0324,0.0333,0.0,0.102,0.106,129.891,4.0,1065.0,indian,10,0
4856,Move Your Body - Director's Cut Retro Signature Mix,535680,False,19,Marshall Jefferson;Curtis McClain;Director's Cut,The House Music Anthem (Move Your Body) [feat. Curtis McClain] [Remix Project],0.748,0.892,4,-8.088,1.0,0.044,0.00508,0.0617,0.326,0.739,124.999,4.0,1103.0,chicago-house,5,2
4857,Vivir (with Estopa),172000,False,65,Rozalén;Estopa,Vivir (with Estopa),0.715,0.906,8,-5.478,1.0,0.28,0.353,0.0,0.112,0.777,101.088,4.0,283.0,spanish,17,0
4858,Q Bounce,143031,False,10,"Sarah, the Illstrumentalist",No Traffic in LA,0.777,0.614,0,-10.322,1.0,0.0368,0.000838,0.866,0.112,0.68,123.99,4.0,293.0,study,18,1
4859,El Fantasma de la Opera,333195,False,26,Nostra Morte,Octavo Compilado Carpe Diem Records,0.465,0.827,2,-4.784,0.0,0.0373,0.127,0.0115,0.354,0.545,126.927,4.0,692.0,spanish,17,0
4860,Got News For You,262613,False,22,Tanto Metro & Devonte,Most Wanted,0.73,0.877,7,-4.602,1.0,0.174,0.00235,0.000342,0.251,0.757,95.215,4.0,416.0,j-dance,13,0
4861,1Uptown,137160,True,56,Bayka,1Uptown,0.943,0.509,9,-8.207,1.0,0.248,0.0655,0.0,0.0805,0.579,112.017,4.0,244.0,j-dance,13,0
4862,Viol,343878,False,52,Gesaffelstein,Conspiracy Pt.2,0.597,0.84,7,-6.964,1.0,0.0377,7.65e-05,0.828,0.55,0.201,108.993,4.0,624.0,techno,19,2
4863,Be My Lover,240866,False,72,La Bouche,Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton),0.658,0.963,1,-3.283,1.0,0.0326,0.00283,2.38e-06,0.951,0.793,134.798,4.0,534.0,techno,19,2
4864,Depois do Prazer / Cheia de Manias - Ao Vivo,213704,False,42,Humberto & Ronaldo,Copo Sujo (Ao Vivo),0.494,0.531,9,-5.161,1.0,0.0438,0.821,0.0,0.329,0.68,106.266,4.0,371.0,forro,7,0
4865,Becalming,190345,False,59,Rebecka Aether,Becalming,0.158,0.0186,11,-33.662,0.0,0.0456,0.992,0.921,0.101,0.0531,135.36,3.0,422.0,sleep,16,1
4866,The 187 Skillz,481313,False,0,DJ Skull,Met'L'Gear,0.577,0.749,9,-14.634,0.0,0.0727,5.69e-06,0.865,0.128,0.156,151.049,4.0,1204.0,chicago-house,5,2
4867,Primal.,261786,False,23,BiS,Brand-new idol Society2,0.309,0.959,8,-3.551,1.0,0.0621,0.000127,0.0202,0.074,0.256,184.129,4.0,785.0,j-idol,14,3
4868,Disco Ball,247646,False,29,Los Amigos Invisibles,Cool Love,0.754,0.818,6,-7.047,0.0,0.0342,0.000998,6.26e-05,0.93,0.78,105.0,4.0,433.0,afrobeat,0,0
4869,Badra Bahara,156107,False,57,Vismay Patel,Badra Bahara,0.77,0.273,0,-14.931,1.0,0.0311,0.497,0.0726,0.121,0.447,100.032,4.0,259.0,indian,10,0
4870,Raaton Main,61855,False,57,Anirudh Sharma,Raaton Main,0.573,0.597,0,-8.968,1.0,0.0474,0.491,8.94e-06,0.567,0.86,97.023,4.0,96.0,indian,10,0
4871,角を曲がる,195253,False,19,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),0.587,0.701,2,-4.95,1.0,0.0384,0.508,0.0377,0.0971,0.566,141.934,4.0,442.0,j-idol,14,3
4872,Khesh,267000,False,3,Rojin Sharafi,Zangaar,0.465,0.832,11,-5.359,0.0,0.3,0.149,0.703,0.0956,0.21,137.013,4.0,606.0,iranian,12,2
4873,Besos,147466,False,4,El Canto Del Loco,Éxitos del Pop en Español de los Años 2000,0.588,0.876,10,-4.564,1.0,0.0516,0.00806,7.41e-06,0.129,0.519,105.013,4.0,251.0,spanish,17,0
4874,天空之外 (電視劇《陪你到世界之巔》片尾曲),297948,False,38,Xian Zi,電視劇《陪你到世界之巔》音樂原聲帶,0.538,0.508,3,-6.993,1.0,0.033,0.275,1.72e-06,0.106,0.166,80.045,4.0,385.0,mandopop,15,0
4875,Wah Some Grades,211213,False,23,Vybz Kartel,Pon Di Gaza 2.0,0.669,0.566,5,-9.005,0.0,0.138,0.448,5.81e-06,0.111,0.242,139.974,4.0,489.0,j-dance,13,0
4876,Waves: Soothing Sleep,56406,False,31,Ocean Sounds,Ocean Waves Sounds,0.25,0.49,7,-23.895,1.0,0.0491,0.69,0.93,0.471,0.00246,59.456,5.0,53.0,sleep,16,1
4877,Perfect Natural White Noise as a Relaxing Ambient Sleep Aid (Nice Lullaby),596886,False,72,White Noise Baby Sleep,White Noise for Sleeping Babies,0.0808,0.189,10,-17.587,1.0,0.0983,0.785,0.968,0.125,1e-05,85.913,3.0,978.0,sleep,16,1
4878,Guardián,258200,False,34,Miró,A Través del Reflejo,0.598,0.804,9,-5.864,1.0,0.0292,0.0583,0.000544,0.198,0.439,123.02,4.0,527.0,sleep,16,1
4879,La Vuelta Al Mundo,234133,False,73,Calle 13,Entren Los Que Quieran,0.748,0.538,0,-9.943,1.0,0.222,0.159,1.62e-06,0.167,0.779,124.974,4.0,476.0,afrobeat,0,0
4880,Kali,421481,False,48,Charlotte de Witte,Universal Consciousness EP,0.775,0.971,10,-7.204,1.0,0.0538,0.00471,0.854,0.0719,0.261,138.008,4.0,966.0,techno,19,2
4881,Ozeanische Residenz,222812,False,43,Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,0.167,0.457,0,-28.056,0.0,0.0711,0.873,0.931,0.683,1e-05,119.532,1.0,541.0,sleep,16,1
4882,Vem Me Ver,266866,False,30,Circuladô de Fulô,Circuladô De Fulô,0.628,0.599,2,-7.902,1.0,0.129,0.0955,0.0,0.0471,0.82,76.068,4.0,336.0,forro,7,0
4883,"Lonesome, On'ry and Mean",312866,False,4,The Travelin' McCourys,The Travelin' Mccourys,0.546,0.766,7,-7.249,1.0,0.0308,0.457,0.0476,0.218,0.835,117.192,4.0,601.0,bluegrass,2,0
4884,Cai,267346,False,2,Niña Pastori,Éxitos del Pop en Español de los Años 2000,0.594,0.52,5,-5.234,0.0,0.0407,0.677,0.0,0.314,0.378,144.067,3.0,639.0,spanish,17,0
4885,Unicorn (Duet Version),254893,False,25,Apoptygma Berzerk;Claudia Brücken,Harmonizer - Deluxe Bonus Track Edition (Remastered),0.653,0.945,6,-6.84,1.0,0.046,0.0414,0.0385,0.0772,0.82,125.994,4.0,525.0,industrial,11,3
4886,Kpuu Kpa Challenge (Boga Dance Edition),111360,False,38,DJ Flex;Shatta Wale;Uk Boga,Kpuu Kpa Challenge (Boga Dance Edition),0.843,0.896,11,-3.261,1.0,0.0712,0.104,0.371,0.0791,0.865,137.966,4.0,255.0,techno,19,2
4887,Illuzion,306468,False,0,Vilas Monnappa,Illuzion,0.829,0.767,11,-9.192,0.0,0.0528,0.00178,0.759,0.1,0.131,126.006,3.0,641.0,techno,19,2
4888,My Dub,453740,False,11,DJ Sneak,Polyester (The Complete Story),0.812,0.949,1,-6.319,1.0,0.0743,0.00135,0.944,0.0471,0.66,126.248,4.0,942.0,chicago-house,5,2
4889,Battleflag (feat. Pigeonhed),339213,True,8,Lo Fidelity Allstars;Pigeonhed,How to Operate With a Blown Mind,0.663,0.868,10,-9.624,1.0,0.112,0.0399,3.43e-05,0.0485,0.348,100.481,4.0,561.0,breakbeat,4,2
4890,Canis Major,129760,False,8,"Sarah, the Illstrumentalist",Constellations,0.569,0.492,0,-7.361,0.0,0.188,0.0783,0.839,0.0842,0.31,184.126,4.0,390.0,study,18,1
4891,As Festas Que O Sino Nos Traz,118826,False,29,Taryn Spilzman;Gabi Porto;Fábio Porchat,Olaf em Uma Nova Aventura Congelante de Frozen (Trilha Sonora Original em Português),0.541,0.445,6,-7.306,0.0,0.0315,0.765,8.4e-06,0.116,0.524,139.282,4.0,266.0,disney,6,0
4892,Otra Vez,208893,False,0,Coti,Triste Hora,0.586,0.785,4,-3.385,1.0,0.0263,0.0181,0.0,0.278,0.72,133.122,4.0,449.0,spanish,17,0
4893,Colors Song for Children,156363,False,0,ChuChu TV,"ChuChuTV Nursery Rhymes & Songs for Children, Vol. 1",0.888,0.864,4,-4.988,0.0,0.0433,0.00155,0.0417,0.219,0.849,126.043,4.0,324.0,disney,6,0
4894,4AM,191297,False,16,TOKYO ROSE;ALEX,4AM,0.521,0.724,3,-6.003,0.0,0.105,0.00463,0.76,0.168,0.0588,170.08,4.0,533.0,techno,19,2
4895,Sucker,181026,False,83,Jonas Brothers,Happiness Begins,0.842,0.734,1,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,410.0,breakbeat,4,2
4896,Three Strange Ghosts,110500,False,8,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,0.686,0.248,7,-23.234,1.0,0.042,0.992,0.929,0.0747,0.122,120.161,3.0,214.0,idm,9,2
4897,Giu enten quella Val,126760,False,0,Traditional;La Compagnia Rossini,Belcanto Rumantsch,0.4,0.137,7,-14.139,1.0,0.0363,0.94,0.0,0.17,0.452,128.757,4.0,264.0,sleep,16,1
4898,Hard Line,220706,False,22,The Infamous Stringdusters,Toward the Fray,0.544,0.751,2,-6.101,0.0,0.0308,0.315,0.000708,0.307,0.732,114.705,4.0,415.0,bluegrass,2,0
4899,O Único Caminho,153253,True,22,Velho,Vida Longa ao Primitivo,0.159,0.949,2,-3.544,1.0,0.058,1.01e-06,0.613,0.223,0.477,144.244,4.0,362.0,black-metal,1,2
4900,Ay Haiti!,311346,False,61,Alejandro Sanz;Aleks Syntek;Bebe;Belinda;Carlos Jean;Daddy Jean;David Otero;Enrique Iglesias;Estopa;Hombres G;Juanes;Kun Agüero;La Mala;La Oreja de Van Gogh;Macaco;Marta Sánchez;Merce;Miguel Bosé;Najwa;OBK;Sandra Carrasco;Shakira;Wally Lopez,Ay Haiti!,0.673,0.753,7,-5.002,1.0,0.119,0.272,0.0,0.071,0.424,120.057,4.0,607.0,spanish,17,0
4901,Season's Don't Last Anymore,179597,False,10,Kyson,Lucky Notes,0.474,0.319,0,-13.385,1.0,0.0394,0.674,0.222,0.117,0.203,82.958,4.0,244.0,idm,9,2
4902,7 Lágrimas - Remix,202894,False,71,Soge Culebra;Mora;GARABATTO,7 Lágrimas (Remix),0.697,0.567,7,-5.835,0.0,0.0825,0.133,0.0,0.113,0.467,151.965,4.0,514.0,spanish,17,0
4903,Block Traffic,195395,True,0,Popcaan,Block Traffic,0.649,0.633,5,-5.669,1.0,0.376,0.504,0.0,0.0963,0.83,67.792,5.0,217.0,j-dance,13,0
4904,Throw Back Days,199613,False,42,Mel Waiters,Throw Back Days,0.725,0.53,10,-7.722,1.0,0.0363,0.147,0.0,0.337,0.817,93.002,4.0,305.0,bluegrass,2,0
4905,Radikal Bitch,147840,False,10,Armando,One World One Future,0.795,0.511,6,-10.648,1.0,0.0638,1.59e-05,0.762,0.0912,0.619,131.911,4.0,319.0,chicago-house,5,2
4906,Pega na Cabeça,161600,False,32,Psirico,Pega na Cabeça,0.65,0.914,0,-2.92,1.0,0.201,0.161,0.0,0.547,0.932,150.146,4.0,403.0,forro,7,0
4907,Homem não chora,239533,False,46,Frejat,Amor pra Recomeçar,0.539,0.838,10,-5.563,1.0,0.0525,0.0831,0.000227,0.276,0.343,133.437,4.0,513.0,brazil,3,0
4908,Walk 4 Ground,457539,False,22,Gyedu-Blay Ambolley,Ketan,0.798,0.728,8,-6.235,1.0,0.0345,0.0437,0.462,0.348,0.822,120.001,4.0,912.0,afrobeat,0,0
4909,"Q, Tal",201851,False,54,Fondo Flamenco,Las Cartas Sobre la Mesa,0.633,0.831,1,-4.611,0.0,0.0292,0.519,0.0,0.136,0.59,140.032,4.0,448.0,spanish,17,0
4910,Sem Se Apaixonar,212235,False,35,Eric Land,EP do Land,0.608,0.889,7,-3.479,1.0,0.0331,0.254,0.0,0.151,0.838,149.964,4.0,525.0,forro,7,0
4911,"You've Got a Friend in Me - From ""Toy Story"" / Duet",162213,False,49,Randy Newman;Lyle Lovett,Toy Story,0.66,0.358,8,-11.655,1.0,0.0318,0.673,2.89e-05,0.137,0.313,106.996,4.0,277.0,disney,6,0
4912,Weekend Slide,148421,False,43,Ninjasister,Weekend Slide,0.687,0.614,9,-6.017,0.0,0.0838,0.176,0.874,0.653,0.219,94.99,4.0,235.0,study,18,1
4913,Gangster (Feel So Good),312733,False,21,3 Steps Ahead,Most Wanted and Mad,0.553,0.857,7,-6.978,1.0,0.0473,0.000784,0.0457,0.888,0.146,102.513,4.0,533.0,happy,8,3
4914,Laugh & Gwan,153681,True,23,Mavado,Laugh & Gwan,0.872,0.819,4,-2.965,1.0,0.102,0.41,0.0,0.135,0.293,100.103,4.0,252.0,j-dance,13,0
4915,My Other Half,183424,False,25,Jah Vinci,Country Bus Riddim,0.559,0.752,9,-4.143,1.0,0.281,0.0248,0.0,0.0458,0.675,163.661,4.0,499.0,j-dance,13,0
4916,Hansi,206729,False,32,Lorenz Büffel;Almklausi;Stubete Gäng,Hansi,0.631,0.978,11,-3.209,1.0,0.178,0.0057,0.0,0.377,0.718,147.047,4.0,501.0,happy,8,3
4917,Lipstick Traces - 2007 Remaster,141013,False,53,UFO,Phenomenon (2007 Remaster),0.614,0.484,9,-8.853,1.0,0.033,0.158,0.109,0.0851,0.621,78.747,3.0,177.0,bluegrass,2,0
4918,"""Christe, Redemptor omnium""",289133,False,0,Traditional;Sistine Chapel Choir;Massimo Palombella,Classical Christmas,0.111,0.0568,10,-28.053,1.0,0.0551,0.99,0.697,0.11,0.0395,169.401,1.0,656.0,sleep,16,1
4919,Bad Boys - Fullerton Mix,202968,False,9,DJ Sneak;Bad Boy Bill,Chicago Originals (Bad Boys),0.759,0.853,11,-4.632,0.0,0.0988,0.00208,0.806,0.0659,0.146,127.996,4.0,431.0,chicago-house,5,2
4920,Fallen from Grace,274526,False,1,AMONGST THE ASHES,The Fabricated Monolith,0.464,0.956,0,-6.073,1.0,0.0556,5.57e-05,0.0899,0.113,0.448,94.93,4.0,422.0,iranian,12,2
4921,修煉愛情,287000,False,45,JJ Lin,因你 而在,0.471,0.648,3,-3.968,1.0,0.0342,0.63,0.0,0.122,0.239,135.053,4.0,626.0,mandopop,15,0
4922,"Frecuencia Álmica, Pt. 3",314000,False,31,Lucas Cervetti,Frecuencias Álmicas en 432hz,0.41,0.107,7,-17.474,1.0,0.0328,0.974,0.774,0.078,0.0712,64.018,4.0,328.0,afrobeat,0,0
4923,I’ll Give Thanks,232656,False,48,Housefires;Kirby Kaple,I’ll Give Thanks,0.444,0.642,4,-5.856,1.0,0.0309,0.0107,0.0,0.104,0.0831,156.875,4.0,600.0,indian,10,0
4924,Dewdrop Lemonade,206052,False,33,Blackburri,Dewdrop Lemonade,0.7,0.248,1,-13.833,0.0,0.138,0.863,0.895,0.18,0.23,152.014,4.0,516.0,study,18,1
4925,The Annual Horrors,138837,False,26,Avhath,The Annual Horrors,0.338,0.944,0,-7.518,1.0,0.0547,0.00012,0.946,0.161,0.115,93.53,4.0,210.0,black-metal,1,2
4926,Forgive Me,215999,True,29,Rels B;Indigo Jams,Nueva Generación,0.74,0.553,3,-7.853,1.0,0.0708,0.606,0.0,0.0973,0.163,110.065,4.0,382.0,spanish,17,0
4927,We Are The Ruffest,318813,False,15,The Prodigy,Their Law The Singles 1990 - 2005,0.615,0.987,1,-3.682,1.0,0.102,0.00112,0.872,0.374,0.324,145.026,4.0,760.0,breakbeat,4,2
4928,Raatein,225875,False,47,Jasleen Royal,Shivaay,0.653,0.401,5,-12.029,1.0,0.0279,0.893,0.143,0.109,0.311,129.988,4.0,481.0,indian,10,0
4929,Sun Who & 12 Stars - Guess Who Mix,421120,False,13,Glenn Underground,The Jerusalem EP's,0.781,0.411,8,-17.694,1.0,0.0761,0.112,0.881,0.0918,0.735,119.974,4.0,828.0,chicago-house,5,2
4930,Hard To Love,150866,False,32,Old Crow Medicine Show,O.C.M.S.,0.559,0.74,2,-6.433,1.0,0.13,0.631,0.0,0.124,0.803,151.258,4.0,360.0,bluegrass,2,0
4931,Doomsday,193693,False,45,Overseer,Wreckage,0.66,0.812,2,-7.645,1.0,0.0813,0.00346,0.00232,0.341,0.785,155.01,4.0,488.0,breakbeat,4,2
4932,Party Girl,190000,False,43,Busy Signal,Party Girl,0.832,0.717,8,-5.349,1.0,0.0904,0.0214,0.0,0.0336,0.732,102.032,4.0,322.0,j-dance,13,0
4933,我相信,247466,False,49,楊培安,午夜兩點半的我,0.668,0.768,0,-4.652,0.0,0.0266,0.0437,0.0,0.0981,0.542,112.04,4.0,453.0,mandopop,15,0
4934,Push Ya Luck,173821,False,17,Samantha J,Push Ya Luck,0.759,0.701,8,-4.089,1.0,0.256,0.11,1.39e-05,0.11,0.593,129.592,5.0,364.0,j-dance,13,0
4935,Naglfar,257553,False,20,Obscurity,Vintar,0.424,0.998,5,-3.692,0.0,0.0947,1.3e-05,0.251,0.278,0.0406,147.964,4.0,624.0,black-metal,1,2
4936,Wecki,127442,False,7,Sabo Tan,Wecki,0.715,0.252,3,-16.288,0.0,0.324,0.93,0.903,0.103,0.395,75.006,4.0,158.0,study,18,1
4937,Yaaron,252813,False,45,Ankur Tewari;The Ghalat Family,Side B,0.691,0.675,6,-5.771,0.0,0.033,0.217,0.0,0.114,0.634,102.031,4.0,429.0,indian,10,0
