name,duration_ms,explicit,popularity,artists,album_name,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,time_signature,n_beats,genre
Tenderly,133953,False,30,Gaccio,Tenderly,0,-15.091,1.0,0.0482,0.841,0.162,86.112,4.0,188.0,study
Aí Doeu - Ao Vivo,167624,False,29,Tayrone;Leo Santana,Na Dose Certa (Ao Vivo),5,-2.827,0.0,0.0713,0.0,0.401,131.212,4.0,364.0,forro
#おふしょるにっと,280693,False,33,≠ME,チョコレートメランコリー<Special Edition>,8,-1.772,1.0,0.0309,0.0,0.206,83.933,4.0,383.0,j-idol
Reggae Rock,117733,False,34,Jackie Mittoo,The Keyboard King at Studio One,5,-9.922,1.0,0.0544,0.396,0.124,81.468,4.0,156.0,afrobeat
I Won't Let You Down,342173,False,0,Audio Bullys,Generation,1,-5.012,1.0,0.0616,0.342,0.125,119.965,4.0,641.0,breakbeat
Forever Home (feat. Florida Georgia Line),207720,False,45,Chris Tomlin;Florida Georgia Line,Chris Tomlin & Friends,6,-4.78,1.0,0.0229,0.0,0.186,92.017,4.0,305.0,mandopop
Body Movin',345693,False,18,DJ Baby Anne,Probe,3,-8.426,1.0,0.0516,0.83,0.0639,134.008,4.0,769.0,breakbeat
クリスマス・ラブ(涙のあとには白い雪が降る),354066,False,39,サザンオールスターズ,クリスマス・ラブ(涙のあとには白い雪が降る),6,-4.673,1.0,0.0303,0.00461,0.409,123.964,4.0,720.0,j-idol
Melting Sun I: Azure Chimes,431400,False,31,Lantlôs,Melting Sun,11,-5.489,1.0,0.0503,0.805,0.0893,124.931,4.0,882.0,black-metal
Dance with Me - Patrick Topping Remix,353678,False,6,Paul Johnson;Patrick Topping,Dance with Me (Patrick Topping Remix),10,-13.099,0.0,0.0649,0.206,0.265,125.0,4.0,735.0,chicago-house
Show It 2 Me,248284,False,50,Night Club,Requiem for Romance,2,-5.241,1.0,0.0832,0.0392,0.103,102.014,4.0,416.0,industrial
Shayad - Lofi Flip,208000,False,63,VIBIE;Arijit Singh;Pritam,Shayad (Lofi Flip),8,-11.046,1.0,0.0486,0.0219,0.342,120.008,4.0,412.0,indian
Silent - Original Mix,423393,False,37,Hozho,Silent,6,-11.265,0.0,0.125,0.852,0.108,126.998,4.0,894.0,techno
O Vagabundo,156893,False,0,Zezo,Zezo (O Príncipe dos Teclados),10,-4.482,0.0,0.0295,2.88e-06,0.338,111.024,4.0,289.0,forro
Ich will zurück zu dir (Hände hoch Malle) - Voodoo Mix,203301,False,10,Isi Glück,"Saufen morgens, mittags, abends - Die Party",6,-4.238,1.0,0.0996,0.0,0.388,129.965,4.0,437.0,happy
愛人錯過,292074,False,65,告五人,我肯定在幾百年前就說過愛你,1,-3.857,1.0,0.0393,8.76e-05,0.14,140.045,4.0,681.0,mandopop
Boozed - Edit,215639,False,23,Korsakoff,Stiletto,6,-4.089,0.0,0.0951,0.42,0.168,168.624,4.0,603.0,happy
Dhalti Rahe - Stripped.,256665,False,49,Twin Strings,Dhalti Rahe (Stripped.),9,-16.91,1.0,0.0346,0.00016,0.349,143.92,3.0,600.0,indian
Lights (feat. DJ Trashy),403565,False,18,Tony Faline,"The Funk, Vol. 4",0,-6.997,1.0,0.0602,0.217,0.0513,134.964,4.0,896.0,breakbeat
HALF,238186,False,49,QUEEN BEE,Half,6,-3.845,1.0,0.0427,1.66e-06,0.145,105.982,4.0,409.0,j-dance
Remédio pra Desprezo,199601,False,43,Zé Vaqueiro Estilizado,Psicanálise,1,-7.678,1.0,0.0344,7.9e-06,0.178,149.98,4.0,489.0,forro
Valley of the Damned,257013,False,26,Hypocrisy,A Taste of Extreme Divinity,3,-3.939,1.0,0.123,0.901,0.324,109.974,4.0,462.0,black-metal
La Fuerza,250909,False,0,La Bien Querida;Los Planetas,El Que Sabem (Original Motion Picture Soundtrack),7,-7.594,1.0,0.0442,0.174,0.113,99.029,3.0,403.0,spanish
Part of a Major Thing,166500,False,16,Matt Large,Part of a Major Thing,0,-8.568,1.0,0.03,0.935,0.125,79.988,4.0,217.0,study
It's About To Get Hectic (feat. Born I),244090,False,46,Bassnectar;Jantsen;Born I,Reflective (Part 4),5,-0.803,1.0,0.0503,6.61e-05,0.271,87.999,4.0,356.0,breakbeat
渋谷川,292226,False,24,Keyakizaka46,サイレントマジョリティー (Special Edition),1,-3.867,1.0,0.0287,0.0,0.116,93.0,4.0,442.0,j-idol
さよなら、アリス baroque remix,288026,False,21,Flower,Blue Sky Blue,4,-4.601,0.0,0.0262,0.0,0.141,116.916,4.0,537.0,j-idol
La Chula,222906,False,37,Miguel Bosé,Esencial Miguel Bose,11,-6.298,1.0,0.0776,1.12e-05,0.233,128.946,4.0,477.0,spanish
"Oh, Quão Lindo Esse Nome É",246727,False,49,Gabriel Guedes de Almeida,"Oh, Quão Lindo Esse Nome É",9,-13.791,1.0,0.0386,1.07e-05,0.0756,67.475,4.0,273.0,brazil
Spread Love,298800,False,12,Freestylers;Kytami,Spread Love,7,-7.059,1.0,0.0422,0.297,0.117,127.996,4.0,629.0,breakbeat
Cuídate,169533,False,73,La Oreja de Van Gogh,El Viaje de Copperpot,8,-4.627,1.0,0.0335,0.0,0.174,141.007,4.0,391.0,spanish
É Dia de Beber de Novo,214750,False,38,Iguinho e Lulinha,Simbora pra Vaquejada,6,-3.592,1.0,0.0396,0.0,0.15,133.085,4.0,475.0,forro
武陵桃源なかよし物語,269866,False,18,Momoiro Clover Z,AMARANTHUS,0,-2.821,1.0,0.0519,0.000112,0.172,144.989,4.0,634.0,j-idol
涙がまだ悲しみだった頃,260493,False,18,Nogizaka46,走れ!Bicycle TypeA,5,-2.912,1.0,0.0544,0.0,0.308,163.875,4.0,697.0,j-idol
Garota de Cinema,259480,False,42,Forró Boys,"Forró di Katiguria, Vol. 3",6,-4.483,1.0,0.0389,0.0,0.133,185.957,4.0,804.0,forro
Let's get it on,364373,True,20,Art Of Fighters;Endymion,Let's get it on,10,-6.14,0.0,0.126,6.48e-05,0.311,162.934,4.0,982.0,happy
The Core,234160,False,7,Robert Hood,Internal Empire,5,-18.083,0.0,0.11,0.951,0.0983,147.898,4.0,577.0,chicago-house
夜裡無星,328812,False,44,告五人,我肯定在幾百年前就說過愛你,5,-16.42,1.0,0.0338,0.0274,0.0874,177.554,4.0,962.0,mandopop
Electron,369138,False,14,Mr. Fingers,Cerebral Hemispheres,8,-8.91,1.0,0.0368,0.768,0.112,108.0,4.0,663.0,chicago-house
Wheres the Beef?,267932,False,17,Stanton Warriors,Wheres the Beef? / MPC,6,-3.643,0.0,0.119,0.834,0.0974,130.015,4.0,567.0,breakbeat
牛仔很忙,166186,False,45,Jay Chou,我很忙,0,-7.71,1.0,0.0351,1.6e-05,0.157,124.011,4.0,335.0,mandopop
Oslo,241436,False,17,Logistics,Waveforms,8,-5.524,0.0,0.0424,0.703,0.105,86.982,4.0,339.0,industrial
Our God Is Greater,282240,False,46,Shane & Shane,Dare 2 Share - Unending Worship,11,-7.429,1.0,0.0252,0.0,0.119,102.957,4.0,476.0,afrobeat
Pretos Ganhando Dinheiro Incomoda Demais,198920,False,29,Criolo,Sobre Viver,0,-7.032,1.0,0.074,4.65e-05,0.122,109.859,4.0,351.0,brazil
BROKEN,267547,False,36,BiSH,GOiNG TO DESTRUCTiON,0,-5.48,1.0,0.0762,0.253,0.155,174.125,4.0,764.0,j-idol
Security,296600,False,15,Freestylers,Adventures In Freestyle,6,-4.805,0.0,0.0301,0.864,0.247,133.045,4.0,643.0,breakbeat
"5, 4, 3, 2, 1, Blast! - Original Mix",278497,False,10,Colombo,Abandoned Factory,0,-3.441,1.0,0.0838,0.815,0.0617,125.046,4.0,580.0,breakbeat
1° De Julho,290200,False,45,Legião Urbana,A Tempestade,7,-7.761,1.0,0.0372,0.015,0.0856,171.512,4.0,815.0,brazil
The Cracks Emerge,82746,False,24,Germaine Franco,Encanto (Trilha Sonora Original em Português),1,-14.419,1.0,0.0499,0.96,0.101,76.568,3.0,99.0,disney
Breaking Free,214506,False,20,Technikore;Suae;KYRK,Breaking Free,9,-3.604,1.0,0.125,0.000186,0.244,164.924,4.0,578.0,happy
Intro Crónica De Un Nacimiento,95733,True,28,Calle 13,Los De Atrás Vienen Conmigo,8,-9.763,0.0,0.12,0.0,0.167,93.877,1.0,147.0,afrobeat
Estoy Contigo,297040,False,26,La Oreja de Van Gogh,Estoy Contigo,0,-6.426,1.0,0.0276,0.0271,0.115,100.956,4.0,493.0,spanish
Take A Number,190588,False,11,Smartface;King Sis,Take A Number,1,-5.47,0.0,0.102,0.00301,0.149,84.966,4.0,265.0,study
Come Cosas Sanas,54026,False,27,Doctora Juguetes;Felpita;Lambie;Mona,Doctora Juguetes: Ya Llegó la Doctora,7,-5.977,1.0,0.0945,0.0,0.109,169.969,4.0,134.0,disney
Caliente Musica - Original Mix,319499,False,8,Paul Johnson,The Groove I Have LP,7,-9.064,1.0,0.0839,0.886,0.089,129.756,4.0,690.0,chicago-house
I Didn't Know,240893,False,22,The Infamous Stringdusters,I Didn't Know,4,-7.577,1.0,0.0306,2.55e-06,0.119,150.668,4.0,584.0,bluegrass
Shifting Gears,168416,False,20,Plump DJs,Headthrash,7,-4.116,1.0,0.0576,0.000189,0.0894,123.038,4.0,333.0,breakbeat
Don't Cuss the Fiddle,273413,False,28,Keller & The Keels,Thief,0,-8.893,1.0,0.0333,0.0018,0.117,124.808,4.0,554.0,bluegrass
Doug's Tune,136266,False,28,The Dillards,Back Porch Bluegrass,3,-9.578,1.0,0.0503,0.969,0.0951,135.491,4.0,292.0,bluegrass
心痛不再有,248333,False,25,方季惟;Pan Mei Chen,心痛不再有,0,-17.016,1.0,0.0326,1.14e-05,0.0656,142.306,4.0,574.0,mandopop
In the Air Tonight,271240,False,0,Nonpoint,Metal Lives!,0,-4.836,1.0,0.0462,0.158,0.137,99.956,4.0,448.0,industrial
Diante do Rei,221640,False,54,Padre Fábio De Melo,Queremos Deus,9,-10.685,1.0,0.0305,0.0,0.461,64.807,4.0,236.0,brazil
Please Pardon Yourself,248586,False,29,The Avett Brothers,Mignonette,9,-6.565,1.0,0.031,0.0489,0.327,181.33,4.0,737.0,bluegrass
Alunguraen Kulunguraen,270000,False,44,Prasanna;Namitha Babu,Chandi Veeran (Original Motion Picture Soundtrack),7,-5.51,1.0,0.0486,5.92e-06,0.0556,172.025,4.0,765.0,indian
Three Black Cats,124333,False,14,CoComelon,Halloween Party,0,-11.0,1.0,0.0404,1.76e-05,0.0979,135.045,3.0,274.0,disney
Secret Valley,331203,False,19,Catscan,Classics,6,-5.807,1.0,0.104,0.951,0.132,162.872,4.0,897.0,happy
Blanket,213804,False,23,Joshua Ali,Over Dey,5,-5.779,0.0,0.138,0.0,0.182,99.972,4.0,356.0,afrobeat
Me Dê Motivo,267853,False,32,Criolo,Viva Tim Maia,5,-5.966,1.0,0.0344,0.00967,0.105,132.008,4.0,578.0,afrobeat
Dead Guy,315506,True,28,Ministry,Filth Pig,11,-6.917,1.0,0.0974,0.728,0.0759,166.113,4.0,868.0,industrial
届いてLOVE YOU,254293,False,29,=LOVE,僕らの制服クリスマス,6,-1.789,1.0,0.0937,5.94e-06,0.309,153.925,4.0,640.0,j-idol
Redención (Redenção),273488,False,46,Aline Barros;Christine D'Clario,Redención,9,-7.747,1.0,0.0308,0.0,0.171,136.743,4.0,561.0,brazil
For You Marlene,263760,False,27,Rexanthony,Technoshock Eight,0,-5.603,1.0,0.128,0.711,0.3,148.75,4.0,642.0,happy
天空之外 (電視劇《陪你到世界之巔》片尾曲),297948,False,38,Xian Zi,電視劇《陪你到世界之巔》音樂原聲帶,3,-6.993,1.0,0.033,1.72e-06,0.106,80.045,4.0,385.0,mandopop
Gold Plated,133333,False,39,Redmoo,Gold Plated,4,-8.645,0.0,0.0544,0.3,0.108,180.085,4.0,398.0,study
僕らの制服クリスマス,268946,False,31,=LOVE,僕らの制服クリスマス,5,-2.149,1.0,0.0519,1.33e-06,0.186,143.065,4.0,628.0,j-idol
Khule Reston Pe,150261,False,47,Raghu Dixit,Aanandam (Original Motion Picture Soundtrack),9,-11.083,1.0,0.0438,0.00115,0.0972,161.89,4.0,386.0,indian
Is He Worthy (Live),293802,False,49,Shane & Shane,Hymns Live,2,-9.459,1.0,0.0321,0.0,0.211,143.658,4.0,700.0,afrobeat
Verdammt lang her - Best Of VRR,247399,False,25,Andreas Gabalier,Best Of Volks-Rock'n'Roller,9,-3.04,1.0,0.0344,0.0,0.213,129.953,4.0,532.0,happy
World's on Fire,237158,False,23,The Lil Smokies,Tornillo,9,-5.954,1.0,0.0362,0.014,0.254,156.475,4.0,615.0,bluegrass
Twisted - Tom Real & Rogue Element Remix,426640,False,11,Rob Le Pitch;Tom Real;The Rogue Element,"Breakbeat Bass, Vol. 2",9,-6.953,1.0,0.0461,0.648,0.0731,132.984,4.0,932.0,breakbeat
Somos Loucos,212688,False,45,Caviar Com Rapadura,Bebo Porque Gosto de Beber - Vol. 11,11,-5.165,0.0,0.0484,0.0,0.0261,98.018,4.0,347.0,forro
The Blazing Monoliths of Defiance,277093,False,24,Dimmu Borgir,Spiritual Black Dimensions,4,-6.789,1.0,0.101,0.000743,0.276,112.758,4.0,453.0,black-metal
I Want You - Edit,207360,False,54,Boris Brejcha;Ginger,I Want You,8,-11.597,1.0,0.0632,0.874,0.0985,125.015,4.0,426.0,techno
Track,407826,False,0,Kenny Larkin,Azimuth,1,-12.784,0.0,0.117,0.831,0.0508,140.13,4.0,865.0,chicago-house
Haitian Gal,184840,False,17,I Quu,Haitian Gal,10,-7.784,0.0,0.0372,7.65e-06,0.0664,130.122,4.0,396.0,j-dance
近いのに離れてる,255680,False,17,AKB48,恋人いない選手権 / 近いのに離れてる,7,-4.275,1.0,0.0729,0.0,0.342,132.057,4.0,550.0,j-idol
As One - Original Mix,325039,False,3,DJ Skull,As One Ep,6,-10.976,1.0,0.0706,0.945,0.103,127.058,4.0,749.0,chicago-house
Let the Beat Control Your Body,212791,False,9,Brodinski;Louisahhh,Tsugi Club,6,-4.772,1.0,0.0555,0.493,0.103,126.022,4.0,446.0,techno
Kreisligalegenden - Original Mix,190744,False,21,Summerfield United;Kreisligalegende,Geile Zeit,8,-2.154,1.0,0.105,0.0,0.101,136.03,4.0,420.0,happy
Bebe Vem Me Procurar (Versão Grave),149304,False,26,Os Barões Da Pisadinha,Paredão Explode,1,-7.745,1.0,0.0368,0.000434,0.123,171.981,4.0,421.0,forro
Acosadora - Radio Edit,232826,False,28,La Misa Negra,La Misa Negra,9,-4.395,0.0,0.0519,0.000177,0.233,99.998,4.0,380.0,afrobeat
Doomsday,193693,False,45,Overseer,Wreckage,2,-7.645,1.0,0.0813,0.00232,0.341,155.01,4.0,488.0,breakbeat
Norinha,170390,False,43,Robério e Seus Teclados,Me Abraça,5,-7.882,1.0,0.0463,3.15e-05,0.1,173.917,4.0,488.0,forro
Nightside,237800,False,9,Witchery,Nightside,0,-6.974,1.0,0.0429,0.0374,0.0781,135.832,4.0,525.0,black-metal
"Haunted Mansion ""Holiday Nightmare"" - Edited Version",231546,False,23,Tokyo Disneyland,Tokyo Disney Resort Autumn Best (Special Edition),5,-10.651,1.0,0.072,1.23e-05,0.299,119.963,4.0,449.0,disney
For So Long,313929,False,10,Mr. Fingers,Amnesia,1,-14.662,1.0,0.0527,0.925,0.0822,119.54,4.0,622.0,chicago-house
Are You Behind the Shining Star?,182840,False,33,Trampled by Turtles,Wild Animals,9,-4.517,1.0,0.03,0.0062,0.104,144.786,4.0,426.0,bluegrass
Numbers Rhumba,108760,False,31,The Wiggles,Yummy Yummy,2,-7.635,1.0,0.0396,0.114,0.0813,129.947,4.0,229.0,disney
De Mais Ninguém,187226,False,18,Edu Ribeiro,Luau,2,-8.131,1.0,0.0292,0.0,0.0901,133.949,4.0,415.0,brazil
De Hiele Tent Giet Nei De Bliksum,175000,False,36,De Doelleazen,Skijt Oan De Rest,0,-3.78,0.0,0.0394,0.0,0.0533,155.001,4.0,440.0,happy
Ivory and Coal,211074,True,4,Kyson,Lucky Notes,9,-13.203,1.0,0.0318,0.229,0.361,82.657,4.0,280.0,idm
Kamayatra,196638,False,1,Mandragora,"A Quest Into Deep, Vol. 1 (A Special Deep House Experience)",11,-9.789,0.0,0.0547,0.854,0.122,118.988,4.0,383.0,brazil
Keine Panik,192906,False,0,Fäaschtbänkler,Partyplanet,3,-4.906,1.0,0.0434,1.01e-05,0.197,127.997,4.0,406.0,happy
Tokai,310173,False,54,Taeko Onuki,SUNSHOWER,5,-8.365,0.0,0.0475,0.0012,0.0987,98.303,4.0,505.0,techno
Mmm Drop,169218,False,8,Bad Boy Bill;Steve Smooth,Mmm Drop,0,-3.687,1.0,0.0692,0.464,0.342,128.028,4.0,356.0,chicago-house
Fogo (Versão Estendida),250354,False,32,BaianaSystem;Orquestra Afrosinfônica,Fogo (Versão Estendida),7,-6.826,1.0,0.0358,0.0678,0.0996,125.351,5.0,438.0,afrobeat
Trust The Hours,371604,False,46,Giorgia Angiuli,Trust The Hours,1,-10.68,1.0,0.0487,0.905,0.107,124.016,4.0,767.0,techno
Unakkul Naane,281103,False,49,Bombay Jayashri;Rohini,Patchai Kili Muthucharam (Original Motion Picture Soundtrack),7,-12.297,0.0,0.0537,0.00077,0.0935,112.99,4.0,517.0,indian
黑色毛衣,249573,False,55,Jay Chou,11月的蕭邦,9,-7.425,0.0,0.0309,0.0,0.15,118.022,4.0,488.0,mandopop
A Smoke and a Pancake,224050,False,7,Matt Large,Knowledge Is Power,6,-6.298,0.0,0.0629,0.841,0.11,90.988,4.0,335.0,study
Should be Fine,175720,False,31,Weval,Changed for the Better,2,-17.882,1.0,0.0467,0.749,0.111,100.02,4.0,288.0,techno
Nature's Love,150850,False,41,Justnormal,Spacemoons,5,-10.446,0.0,0.0268,0.079,0.116,99.993,4.0,249.0,study
The Devil Made Me Do It 3,179053,False,20,Scum of the Earth,The Devil Made Me Do It,2,-4.355,1.0,0.0435,0.00757,0.0593,130.047,4.0,384.0,industrial
Radar,247586,False,17,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),2,-5.977,1.0,0.0395,0.00019,0.0882,77.394,4.0,317.0,afrobeat
Paramilitar,237120,False,29,Ska-P,Todo Ska-p,7,-2.98,1.0,0.0555,1.79e-05,0.0389,109.052,4.0,426.0,spanish
I Rise - Ryno Remix,314894,False,0,Sterling Void;Ryno,I Rise (Ryno Remix),10,-4.428,0.0,0.0542,0.368,0.162,125.034,4.0,644.0,chicago-house
Guide Me,214493,False,23,Jah Vinci,Chimney Records Presents,7,-8.34,1.0,0.101,0.0,0.34,107.094,4.0,381.0,j-dance
Mi Chaqueta de Cuero,175177,True,42,C.R.O,C.R.O - Mdbcrew Vol 2,5,-8.174,1.0,0.0684,0.0484,0.0948,137.068,4.0,397.0,spanish
Raabta (Night In A Motel),207754,False,43,Pritam;Hamsika;Arijit Singh,Agent Vinod,4,-10.488,1.0,0.0282,0.0,0.148,110.973,4.0,372.0,indian
What Comes Around - Spanish Version,226240,False,24,Ill Niño,Revolution Revolucion [Special Edition],1,-4.687,1.0,0.0966,0.00124,0.102,112.204,4.0,421.0,industrial
Love You Better,170893,False,63,John De Sohn;Rasmus Hagen,Made For You,11,-7.496,1.0,0.0416,0.00135,0.101,102.987,4.0,289.0,chicago-house
Run Boy,152783,False,23,Smartface,Dissolve,10,-4.795,0.0,0.134,0.949,0.0354,81.963,4.0,207.0,study
"Defying Gravity (From ""Wicked"")",231029,False,16,Benny Martin,Broadway Piano Sessions,1,-13.503,1.0,0.0381,0.907,0.16,140.763,4.0,531.0,disney
Wall Street,434600,False,28,Jackie Mittoo,The Keyboard King at Studio One,7,-12.863,1.0,0.0909,0.703,0.0911,135.421,4.0,976.0,afrobeat
The Beast,329586,False,17,Darkthrone,Ravishing Grimness,11,-5.929,1.0,0.104,0.815,0.256,131.051,4.0,700.0,black-metal
"Haan Main Galat (From ""Love Aaj Kal"")",218644,False,62,Pritam;Arijit Singh;Shashwat Singh,"Haan Main Galat (From ""Love Aaj Kal"")",0,-5.656,1.0,0.0521,0.0112,0.101,117.979,4.0,419.0,indian
Schreeches from the Silence,228906,False,21,Sarcófago,The Laws of Scourge,8,-7.949,1.0,0.0647,0.794,0.082,112.797,4.0,407.0,black-metal
Moonu Bgm,86666,False,49,Narhen Ellalan;Ramanan Nathan,Moonu Bgm,9,-8.643,0.0,0.0314,0.15,0.417,68.412,4.0,98.0,indian
Underwater Breathtaking - Innellea Remix,424187,True,2,Edu Imbernon;Mordem;Innellea,Underwater Breathtaking (Innellea Remix),6,-9.28,0.0,0.0594,0.895,0.107,124.0,4.0,875.0,spanish
Zwitter,257493,False,57,Rammstein,Mutter,2,-3.991,1.0,0.0877,0.757,0.331,160.17,4.0,686.0,industrial
逆光,294026,False,56,Stefanie Sun,逆光,9,-5.831,1.0,0.0525,0.0,0.291,175.925,4.0,841.0,mandopop
Gumsum,175862,False,40,Akanksha Bhandari,Gumsum,10,-14.391,1.0,0.0364,0.000775,0.12,115.979,4.0,331.0,indian
Stupid MF,144986,False,53,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),0,-5.05,0.0,0.128,0.0151,0.167,151.972,4.0,364.0,industrial
Seed of a Thought,119750,False,32,Ensidya;Fractite,Seed of a Thought,10,-11.07,1.0,0.0381,0.914,0.101,80.019,4.0,156.0,study
Endurance,254032,False,0,Ocoeur,Connections,5,-11.845,0.0,0.0499,0.879,0.115,100.0,4.0,423.0,idm
Thank You,196457,False,16,Ed Solo;Leanne Louise,Welcome To The Jungle - Gold (The Best Of Jungle Cakes),8,-3.563,1.0,0.069,0.0557,0.0916,174.973,4.0,569.0,breakbeat
United We Belong,122556,False,43,"Frankly, We Hold",Open Skies,6,-14.319,1.0,0.15,0.93,0.103,176.243,4.0,352.0,study
Si No Está Usted,234426,False,32,Natalia Jiménez,Natalia Jiménez,4,-5.218,1.0,0.0255,1.22e-06,0.219,102.922,4.0,396.0,spanish
DFBD Theme,289466,False,8,Ron Trent,Dance Floor Boogie Delites,4,-9.64,1.0,0.0596,0.747,0.0765,118.028,4.0,561.0,chicago-house
"Ich, Nemo",279240,False,25,U96;Claude Oliver Rudolph,20.000 Meilen unter dem Meer,5,-8.072,1.0,0.0534,0.0238,0.187,129.999,4.0,597.0,techno
Madurar,241322,False,0,Samuca e a Selva,Madurar,0,-6.294,1.0,0.0289,0.00067,0.153,119.957,4.0,478.0,afrobeat
Dikalo - Remix 97,247626,False,0,Manu Dibango,Best Afrodance Tunes,2,-6.595,1.0,0.0369,0.83,0.0422,99.175,4.0,405.0,afrobeat
Bonita And Bill Butler,243266,False,29,Alison Krauss & Union Station,Paper Airplane,4,-9.393,0.0,0.0332,5.38e-06,0.339,180.911,4.0,706.0,bluegrass
Nunca Foi Amor,164416,False,47,Zé Vaqueiro,Nunca Foi Amor,11,-3.301,1.0,0.0478,2.92e-06,0.184,151.952,4.0,408.0,forro
Love On The Line,296672,False,52,Hillsong Worship,OPEN HEAVEN / River Wild,7,-6.555,1.0,0.0307,0.0,0.269,172.203,3.0,851.0,afrobeat
Traditional: O du fröhliche,186386,False,0,Traditional;phil Blech Wien;Anton Mittermayr,Klassische Weihnachtsmusik,5,-13.492,1.0,0.0312,0.905,0.0636,104.431,4.0,305.0,sleep
For God Is With Us (with Hillary Scott),199085,False,44,for KING & COUNTRY;Hillary Scott,For God Is With Us (with Hillary Scott),4,-6.804,0.0,0.042,1.61e-06,0.158,74.879,4.0,243.0,iranian
Vaqueiro da Zona Rural,138893,False,42,Os Barões Da Pisadinha,Batom de Ouro,5,-6.073,1.0,0.0495,2.65e-06,0.119,172.031,4.0,397.0,forro
Quieres América,297826,False,36,Miguel Bosé,XXX,2,-14.91,1.0,0.0402,0.0526,0.131,143.095,4.0,687.0,spanish
Touch - Solomun Remix,173949,False,43,Golden Features;Rromarin;Solomun,Touch (Solomun Remix),2,-5.067,1.0,0.0422,0.00506,0.18,128.002,4.0,368.0,industrial
End Of Time,204852,False,6,DJ LILMAN;Dj Flawless,End Of Time,7,-13.06,1.0,0.0586,0.889,0.0862,149.85,4.0,503.0,techno
Heks,238624,False,15,Marina Herlop,Nanook,1,-12.589,0.0,0.0351,0.167,0.0907,103.02,3.0,403.0,techno
Eyen,260133,False,0,Plaid;Benet Walsh,Double Figure,9,-10.645,1.0,0.0322,0.962,0.189,121.065,4.0,522.0,idm
Nuh Bleach Wid Cream,173499,False,24,Mavado,Day Break Riddim,0,-2.974,1.0,0.156,0.0,0.352,68.005,4.0,194.0,j-dance
We Stay Together (Part One),396093,False,17,Andy Stott,We Stay Together,1,-17.61,0.0,0.0912,0.888,0.092,95.066,4.0,614.0,techno
愛情的腳步聲,190866,False,0,西卿,西卿台語經典,0,-6.619,0.0,0.0307,0.0,0.0585,96.281,4.0,299.0,mandopop
Alive - Instrumental,288266,False,28,Mark Farina,Mushroom Jazz 6 (Unmixed Online Version),2,-10.886,1.0,0.06,0.944,0.0769,190.051,4.0,895.0,chicago-house
欲望者,315040,False,16,NMB48,欲望者 (通常盤Type-A),7,-1.335,0.0,0.0692,0.0,0.123,142.977,4.0,728.0,j-idol
如果你也聽說,313146,False,55,A-Mei Chang,Star,10,-8.391,1.0,0.0366,0.0,0.104,116.792,4.0,598.0,mandopop
Y All Stole Them Dances - Original Mix,319352,False,6,Paul Johnson,The Music In Me,11,-9.786,0.0,0.145,0.0107,0.261,132.813,4.0,700.0,chicago-house
Doe wat het beste is,217773,False,35,Noortje Herlaar,Frozen 2 (Originele Nederlandstalige Soundtrack/Deluxe Edition),0,-13.955,0.0,0.0428,1.63e-05,0.408,128.689,5.0,407.0,disney
"The City - From ""A Bug's Life""/Score",155000,False,22,Randy Newman,A Bug's Life,0,-16.686,1.0,0.0379,0.883,0.122,82.135,4.0,201.0,disney
A Culpa É Sua,214266,False,47,Léo Magalhães,"A Culpa é Sua, Vol.7",4,-4.592,1.0,0.0305,0.0,0.146,148.082,4.0,523.0,forro
There Are Worse Things I Could Do (Glee Cast Version) (feat. Kate Hudson),141560,False,48,Glee Cast;Kate Hudson,Glee: The Music presents Glease,7,-5.84,1.0,0.0332,0.0,0.123,99.854,3.0,229.0,techno
Alle Remmen Los! - Radio Edit,180016,True,18,Neophyte;Dr Phunk;Tim Beumers,Alle Remmen Los! (Radio Edit),2,-3.852,1.0,0.042,1.01e-05,0.0863,154.944,4.0,459.0,happy
Grade,259297,False,26,Ishome,Confession,7,-11.353,1.0,0.0448,0.488,0.106,125.999,4.0,541.0,idm
Fixin' to Ruin,172085,False,30,Greensky Bluegrass,"Shouted, Written Down & Quoted",7,-7.377,1.0,0.0333,4e-05,0.302,124.143,4.0,349.0,bluegrass
Gentle Rain Fall (Loopable),123234,False,34,Rain for Deep Sleep,Loopable Autumn Rain for Bedtime Ambience,5,-15.173,1.0,0.063,0.997,0.373,102.914,3.0,213.0,sleep
38,250761,False,21,Revolting Cocks,Big Sexy Land,10,-12.377,1.0,0.0325,0.566,0.0771,141.132,4.0,584.0,industrial
Get Down - en confinement,263263,False,34,Deluxe,En confinement,7,-6.403,1.0,0.138,0.00151,0.0703,74.865,4.0,332.0,spanish
Sound Becomes One - Video & MoH,414034,False,19,Partyraiser;Destructive Tendencies,Sound Becomes One,9,-5.39,1.0,0.0522,0.000228,0.0943,91.824,4.0,600.0,happy
DIRTY!,120986,True,49,JPEGMAFIA,LP!,2,-1.077,0.0,0.0793,0.0,0.0582,119.097,4.0,240.0,industrial
與海無關 (《比悲傷更悲傷的故事》影集版插曲),245231,False,52,告五人,運氣來得若有似無,2,-12.619,1.0,0.0298,2.14e-05,0.091,78.155,4.0,313.0,mandopop
