,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
11631,"夏の“好き""はご用心",251880,False,15,STU48,花は誰のもの?公演「夏の“好き”はご用心」「そして人間は無力と思い知る」,0.538,0.92,8,-2.292,1.0,0.0673,0.0355,4.04e-06,0.321,0.789,158.011,4.0,646.0,j-idol
11632,Prime Street,139208,False,14,Smartface,Beauti Ful,0.813,0.798,9,-4.607,1.0,0.0348,0.631,0.916,0.0988,0.961,135.016,3.0,312.0,study
11633,Numa Sala de Reboco - Ao Vivo,83764,False,52,Dominguinhos,20 Super Sucessos: Dominguinhos (Ao Vivo),0.563,0.84,5,-6.968,1.0,0.103,0.362,0.0,0.213,0.956,178.227,4.0,246.0,forro
11634,DFBD Theme,289466,False,8,Ron Trent,Dance Floor Boogie Delites,0.76,0.673,4,-9.64,1.0,0.0596,0.0837,0.747,0.0765,0.841,118.028,4.0,561.0,chicago-house
11635,Su La Li,99882,False,25,Jon Sarta,"Piano Lullabies for Bedtime, Vol. 3",0.72,0.0548,2,-16.63,0.0,0.0414,0.992,0.922,0.117,0.301,92.128,4.0,153.0,disney
11636,the dark side,120000,False,21,mooncycles,eclipse,0.738,0.204,8,-17.476,1.0,0.12,0.838,0.904,0.132,0.156,79.953,4.0,160.0,study
11637,La huella de tu mirada,212493,False,24,Jorge Drexler,Llueve,0.651,0.371,0,-8.62,1.0,0.0258,0.56,1.13e-05,0.112,0.589,78.718,4.0,268.0,afrobeat
11638,O Amor da Sua Vida,239253,False,16,Kiko Chicabana,Carnaval de Salvador (Mistura de Sons),0.586,0.894,5,-5.578,1.0,0.0789,0.684,1.08e-05,0.154,0.7,190.007,4.0,754.0,forro
11639,"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",98320,False,62,Donna Murphy,Tangled,0.55,0.332,1,-10.683,1.0,0.175,0.826,0.0,0.206,0.552,110.539,3.0,174.0,disney
11640,Say the Name,299605,True,46,clipping.,Visions of Bodies Being Burned,0.455,0.426,2,-9.406,1.0,0.0475,0.172,0.0843,0.168,0.04,84.643,4.0,443.0,industrial
11641,Slam Dance,299533,False,12,Mr. Fingers,Amnesia,0.783,0.743,11,-16.158,1.0,0.0662,0.000541,0.967,0.0768,0.781,125.652,4.0,619.0,chicago-house
11642,Phoenix At Desert,352800,False,6,Tanzmuzik,Scratches,0.201,0.376,9,-15.199,1.0,0.0658,0.993,0.969,0.175,0.0468,67.099,3.0,498.0,idm
11643,New Son/Burnt Iron,263773,False,0,Trampled by Turtles,Palomino,0.381,0.855,2,-7.246,1.0,0.0423,0.634,0.935,0.116,0.576,102.535,4.0,428.0,bluegrass
11644,C2u,209426,False,12,Yawning Portal,The Bliss of a Soft Comedown,0.2,0.325,7,-12.053,1.0,0.0338,0.768,1.26e-05,0.189,0.0971,82.394,5.0,362.0,techno
11645,Sonho - Ao Vivo,232924,False,53,Cleber & Cauan,Sonho (Ao Vivo),0.49,0.756,0,-3.498,1.0,0.0305,0.55,0.0,0.975,0.386,82.261,4.0,314.0,forro
11646,Nasty,217600,False,48,Datsik;Virtual Riot,Sensei,0.461,0.964,1,-3.275,1.0,0.223,0.00025,0.3,0.247,0.0558,112.586,3.0,343.0,breakbeat
11647,The Merciless Light,334426,False,8,PIG,The Merciless Light,0.608,0.681,2,-9.089,0.0,0.0582,0.0123,2.19e-06,0.343,0.376,94.011,4.0,516.0,industrial
11648,Amor pra recomeçar,214626,False,51,Frejat,Dose Dupla Frejat,0.564,0.856,7,-4.994,1.0,0.0363,0.215,0.0,0.337,0.726,120.528,4.0,422.0,brazil
11649,A Dança,242000,False,42,Legião Urbana,Legião Urbana,0.759,0.389,11,-13.917,0.0,0.0648,0.00171,0.00175,0.1,0.68,136.059,4.0,542.0,brazil
11650,No Me Basta,162431,False,56,India Martinez;Dvicio,No Me Basta,0.788,0.795,1,-4.467,0.0,0.166,0.32,0.0,0.186,0.83,153.899,4.0,411.0,spanish
11651,Bloodwork,198600,False,52,36 Crazyfists,A Snow Capped Romance,0.585,0.931,0,-4.843,1.0,0.0852,0.00119,2.46e-05,0.115,0.818,160.079,4.0,523.0,industrial
11652,Antares,288000,False,28,Rokazer,Antares / Stay,0.67,0.823,10,-9.667,0.0,0.0364,0.00397,0.852,0.114,0.027,120.016,4.0,567.0,techno
11653,Meeresrauschen zum Einschlafen,117756,False,43,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",0.128,0.999,6,-18.848,1.0,0.0513,0.374,0.99,0.87,1e-05,87.421,3.0,168.0,sleep
11654,Shhhh and Heavy Breathing,180000,False,40,Silent Knights,Shhhhhhhhhh White Noise,0.438,0.923,9,-12.687,0.0,0.0537,0.246,0.0,0.434,1e-05,130.292,4.0,390.0,sleep
11655,Uncle Harvey's Plane,240440,False,29,The Devil Makes Three,A Little Bit Faster And A Little Bit Worse,0.57,0.57,2,-10.798,1.0,0.0843,0.774,0.000101,0.976,0.827,119.912,4.0,475.0,bluegrass
11656,Walkin',310893,False,18,Frankie Knuckles;Adeva,Welcome To The Real World,0.782,0.742,6,-9.627,1.0,0.0665,0.0753,0.0,0.0965,0.587,120.594,4.0,619.0,chicago-house
11657,Mystery Girl (Set Me Free),279128,False,12,Pierre's Pfantasy Club,Mystery Girl (Set Me Free),0.771,0.934,11,-3.587,1.0,0.0526,0.00127,0.254,0.06,0.876,123.924,4.0,576.0,chicago-house
11658,Can You Feel the Love Tonight - Japanese Version,174466,False,34,Yuji Mitsuya;Yukiko Yamashita;Riko Hanamura;Mitsuru Miyamoto;Atom Kobayashi,The Lion King (Original Motion Picture Soundtrack/Japan Release Version),0.262,0.117,5,-20.88,1.0,0.0456,0.864,0.0,0.551,0.313,80.615,4.0,236.0,disney
11659,Invocation of Naamah,329360,False,23,Therion,Theli,0.403,0.727,6,-7.943,0.0,0.0372,0.000337,0.00218,0.199,0.141,83.934,4.0,456.0,black-metal
11660,Cachaça Cabaré,166791,False,45,Os Parazim,Pisadinha dos Parazim,0.657,0.875,1,-3.621,1.0,0.0583,0.497,0.0,0.386,0.954,82.512,4.0,225.0,forro
11661,Open the Gates,145226,False,19,Winds of Plague,Resistance,0.451,0.754,9,-6.201,1.0,0.0541,0.0951,0.000163,0.0498,0.263,132.976,4.0,314.0,black-metal
11662,Durusey,325706,False,10,Casino Versus Japan,Echo Counting,0.609,0.406,1,-16.686,1.0,0.0512,0.501,0.849,0.0959,0.704,75.032,4.0,399.0,idm
11663,Where Do My Bluebird Fly,251213,False,31,Trout Steak Revival,Flight,0.556,0.546,7,-9.336,1.0,0.0333,0.745,0.000104,0.247,0.691,120.565,4.0,499.0,bluegrass
11664,O Relógio,250019,False,42,Moleca 100 Vergonha,As 20+ Só Sucessos! - A Caceteira do Forro,0.565,0.769,7,-7.895,1.0,0.0631,0.201,0.0,0.158,0.606,163.945,4.0,672.0,forro
11665,"Translation 1: 12"" Original",299760,False,14,The Future Sound Of London,Papua New Guinea Translations,0.601,0.906,8,-7.129,1.0,0.0485,0.000276,0.0548,0.434,0.791,125.021,4.0,620.0,breakbeat
11666,Die in Winter,281493,False,23,:Wumpscut:,Bunkertor 7,0.533,0.778,1,-7.344,1.0,0.0321,0.0125,0.683,0.649,0.286,100.002,3.0,469.0,industrial
11667,More Money,177867,True,10,Chronic Law,More Money,0.568,0.766,1,-6.262,1.0,0.355,0.296,0.0,0.0746,0.575,97.121,4.0,277.0,j-dance
11668,Pyramid Skeme,201951,False,3,Matt Large,Part of a Major Thing,0.54,0.609,7,-8.958,1.0,0.0338,0.11,0.672,0.0663,0.387,81.957,4.0,271.0,study
11669,Tempos Modernos - Estúdio,234453,False,47,Jota Quest,Tempos Modernos (Estúdio),0.706,0.785,4,-4.173,0.0,0.0385,0.000139,0.0506,0.236,0.893,123.029,4.0,478.0,brazil
11670,Different Groove,169293,False,17,Darren Styles,Skydivin',0.576,0.98,9,-5.147,1.0,0.0948,0.00372,0.0127,0.192,0.496,169.999,4.0,479.0,happy
11671,まっすぐ,327106,False,25,Shiritsu Ebisu Chugaku,「中卒」〜エビ中のイケイケベスト〜,0.528,0.918,2,-2.288,1.0,0.0395,0.00265,6.94e-05,0.358,0.589,128.041,4.0,683.0,j-idol
11672,Build Your Kingdom Here,257959,False,58,Rend Collective,Homemade Worship by Handmade People,0.456,0.508,2,-14.339,1.0,0.0402,0.0218,0.0,0.237,0.553,133.965,4.0,568.0,afrobeat
11673,But You Need It,149250,False,6,Joi Casette,But You Need It,0.649,0.577,7,-7.915,1.0,0.0688,0.106,0.727,0.157,0.483,79.879,4.0,198.0,study
11674,Mi Realidad,191973,False,58,Lori Meyers,Cuando El Destino Nos Alcance,0.574,0.734,0,-6.64,1.0,0.0288,0.000838,3.33e-05,0.183,0.881,149.996,4.0,476.0,spanish
11675,Pink Noise Tranquility,300094,False,37,Pink Noise,The Best Pink Noise,0.154,0.174,1,-36.29,1.0,0.145,0.595,0.972,0.111,0.0707,135.356,3.0,586.0,sleep
11676,ANGEL PASSED CHILDREN,142000,False,36,BOØWY,PSYCHOPATH,0.529,0.85,7,-4.658,1.0,0.0426,0.0116,0.0,0.681,0.965,199.824,4.0,463.0,j-idol
11677,Termina Comigo,167400,False,45,Vitor Fernandes,Piseiro Apaixonado - Pt. 1,0.67,0.836,7,-3.932,1.0,0.0441,0.302,7.7e-06,0.733,0.694,149.962,4.0,416.0,forro
11678,Ich tanz dich einfach weg,214520,False,26,Michelle,Tabu (Deluxe),0.707,0.81,9,-4.311,1.0,0.0522,0.0417,0.0,0.378,0.442,125.957,4.0,444.0,happy
11679,ガールズルール,289586,False,27,Nogizaka46,Time flies (Complete Edition),0.411,0.98,8,-2.349,0.0,0.0986,0.0467,1.12e-05,0.339,0.486,168.031,4.0,797.0,j-idol
11680,glower,109411,False,0,Sabo Tan,glower,0.718,0.193,4,-13.725,1.0,0.0613,0.784,0.807,0.145,0.411,68.016,4.0,122.0,study
11681,John Hardy,209132,False,25,Tony Rice;Vassar Clements;Jerry Douglas;Todd Phillips;Sam Bush;Béla Fleck,Cold On The Shoulder,0.456,0.476,7,-15.652,1.0,0.0306,0.357,0.00308,0.302,0.963,146.198,4.0,491.0,bluegrass
11682,Immortality,331500,False,30,DJ Delirium;DJ Buzz Fuzz,DJ Delirium & Friends,0.562,0.835,7,-10.922,1.0,0.0575,0.0026,0.612,0.0957,0.0615,168.872,4.0,926.0,techno
11683,Waiting Here For You - Live at Team Night,355102,False,38,Hillsong Worship;Jad Gillies,Team Night,0.461,0.45,0,-8.849,1.0,0.0279,0.00976,0.00046,0.122,0.0808,128.015,4.0,747.0,indian
11684,Haltija,328322,False,34,Etherwood,Forza Horizon 4: Hospital Soundtrack,0.385,0.841,1,-6.716,1.0,0.0392,0.00765,0.944,0.397,0.0801,172.01,4.0,927.0,idm
11685,Relics of Elohim,391338,False,17,Mephorash,Shem Ha Mephorash,0.335,0.716,1,-10.513,1.0,0.046,0.000129,0.303,0.32,0.0624,129.932,4.0,845.0,black-metal
11686,Fathe Gholeha,60107,False,0,Najand,Spectre of Revolution,0.218,0.724,1,-4.621,0.0,0.0477,4.55e-05,0.125,0.587,0.0849,91.093,4.0,89.0,iranian
11687,Open Your Heart,226240,False,24,The Birthday Massacre,Imagica,0.444,0.873,5,-5.179,0.0,0.0443,9.51e-06,0.0187,0.213,0.372,114.591,4.0,425.0,industrial
11688,Apelido Carinhoso,210573,False,40,Silvanno Salles,Volume 22,0.724,0.812,7,-3.502,1.0,0.0426,0.62,0.0,0.128,0.866,139.096,4.0,488.0,forro
11689,Post Malone (feat. RANI),174444,False,66,Sam Feldt;RANI,Post Malone (feat. RANI) [Joe Stone Remix],0.59,0.642,7,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,4.0,306.0,chicago-house
11690,Calling San Francisco,194122,False,35,Alex M.O.R.P.H.,Calling San Francisco,0.359,0.987,0,-5.437,1.0,0.0437,0.00123,0.955,0.149,0.247,136.026,4.0,438.0,techno
11691,Black Betty,214833,False,12,Scooter,Music for a Big Night Out,0.713,0.929,11,-4.35,0.0,0.133,0.00323,0.168,0.0866,0.545,132.013,4.0,460.0,happy
11692,"Aabaad Barbaad (From ""Ludo"")",309103,False,64,Pritam;Arijit Singh,"Aabaad Barbaad (From ""Ludo"")",0.626,0.522,7,-5.857,1.0,0.0317,0.686,0.0,0.41,0.628,118.001,4.0,601.0,indian
11693,Sleep in Love - Music Box,131000,False,0,Baby Lullaby,Soft Pillow (lullabies for children and adults),0.451,0.036,0,-20.772,1.0,0.0633,0.905,0.898,0.108,0.397,106.807,4.0,228.0,sleep
11694,I Love You (Bonus Beats) - Extended Mix,207000,False,0,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.733,0.995,7,-2.715,1.0,0.0591,0.0189,0.838,0.191,0.452,153.879,4.0,524.0,happy
11695,黃金時代,248040,False,47,Eason Chan,我的快樂時代 (華星40系列),0.555,0.494,4,-6.862,1.0,0.0285,0.246,0.0,0.291,0.28,144.044,4.0,587.0,mandopop
11696,I Don't Wanna Be Me,308826,False,4,Type O Negative,Metal,0.473,0.977,8,-8.651,1.0,0.15,0.0243,0.604,0.0931,0.0449,100.552,4.0,521.0,industrial
11697,Zerstören,328933,False,54,Rammstein,Rosenrot,0.412,0.775,9,-5.457,1.0,0.0417,7.88e-05,0.137,0.32,0.123,165.921,4.0,907.0,industrial
11698,Run Amok (Against Time Rebels),282240,False,6,Stendeck,Scintilla,0.557,0.951,4,-9.666,0.0,0.0485,0.000171,0.878,0.137,0.201,128.011,4.0,602.0,idm
11699,Inspiración / Uno / Llueve Luz (En Vivo),332063,False,36,Benny,90's Pop Tour 4 (En Vivo Desde la Arena Ciudad de México),0.337,0.601,7,-9.34,1.0,0.0463,0.322,0.0,0.909,0.309,122.036,4.0,747.0,spanish
11700,And Died Again - Original Mix,318835,False,18,Nosferatu,Lived Again,0.553,0.987,9,-3.606,0.0,0.122,0.078,6.82e-05,0.0597,0.119,97.477,4.0,515.0,happy
11701,Planeta de Cores,224493,False,56,Forrozão Tropykalia,"Campeões do Forró, Vol. 04",0.649,0.866,2,-3.687,0.0,0.0486,0.622,0.0,0.408,0.737,92.037,4.0,343.0,forro
11702,Without A Word,238560,False,51,Sara Watkins,Young In All The Wrong Ways,0.579,0.171,11,-14.495,1.0,0.0303,0.901,0.000308,0.111,0.389,136.311,4.0,533.0,bluegrass
11703,Eksynyt oon,180760,False,28,Petrus Kähkönen,Frozen 2 (Alkuperäinen Suomalainen Soundtrack/Deluxe Edition),0.472,0.472,8,-5.951,1.0,0.026,0.652,0.0,0.127,0.264,75.57,4.0,222.0,disney
11704,And The Beat Goes On - Edit,228501,False,9,Alinka,Midnight Ride,0.721,0.866,9,-7.162,1.0,0.0447,0.000283,0.829,0.143,0.742,128.004,4.0,485.0,chicago-house
11705,Pleasure Dome,331386,False,11,Armando,The New World Order 3,0.817,0.929,6,-3.895,1.0,0.0668,0.00306,0.882,0.0405,0.81,131.49,4.0,724.0,chicago-house
11706,La chanson du petit voilier,279893,False,24,Carmen Campagne,Un voix pour les enfants,0.519,0.212,11,-13.321,1.0,0.0277,0.85,0.0,0.133,0.31,99.014,4.0,445.0,disney
11707,Saudade Né Filha?,148720,False,30,Max e Luan,Saudade Né Filha?,0.753,0.728,7,-5.135,1.0,0.0393,0.205,0.0,0.109,0.7,126.008,4.0,305.0,forro
11708,Rádio África,198720,False,29,BaianaSystem,Oxeaxeexu,0.736,0.948,7,-5.486,1.0,0.0443,0.0586,0.694,0.854,0.848,130.013,4.0,426.0,afrobeat
11709,你不屬於我 - 《比悲傷更悲傷的故事》影集版片尾曲,322266,False,63,Eric Chou,你不屬於我 (《比悲傷更悲傷的故事》影集版片尾曲),0.358,0.391,9,-8.979,1.0,0.0316,0.856,0.00232,0.0971,0.284,75.168,4.0,398.0,mandopop
11710,Jiggy,196200,False,27,Elephant Man,Good 2 Go,0.679,0.736,1,-9.217,1.0,0.415,0.517,0.0,0.34,0.814,116.401,4.0,380.0,j-dance
11711,Timebomb Zone,204914,False,15,The Prodigy,No Tourists,0.524,0.898,7,-6.543,1.0,0.0409,0.000328,0.796,0.102,0.229,130.016,4.0,440.0,breakbeat
11712,Watch Me Soar,175648,False,8,Willemijn Verkaik,What I Wanna Be When I Grow Up (Special Edition),0.351,0.358,0,-8.393,1.0,0.0354,0.822,6.61e-05,0.0861,0.302,132.158,4.0,276.0,disney
11713,Arepa 3000,155173,False,21,Los Amigos Invisibles,Arepa 3000,0.661,0.877,5,-6.969,1.0,0.0326,0.0252,0.729,0.161,0.911,110.111,3.0,286.0,afrobeat
11714,665 - El vecino del diablo,204466,False,29,Bürdel King,"¡Ladran, luego cabalgamos!",0.463,0.961,2,-3.709,1.0,0.256,0.00344,6.5e-05,0.0754,0.641,204.051,4.0,685.0,spanish
11715,Ala Barfi,319226,False,49,Pritam;Mohit Chauhan,Barfi! (Original Motion Picture Soundtrack),0.767,0.516,7,-7.989,1.0,0.0457,0.557,0.0,0.108,0.67,127.942,4.0,673.0,indian
11716,Destruiu o Nosso Amor - Bônus,204706,False,48,Conde do Forró,Maltratando os Corações,0.685,0.634,0,-9.897,1.0,0.0354,0.567,0.0,0.302,0.697,142.173,4.0,484.0,forro
11717,Kurbaan Hua,259360,False,52,Salim–Sulaiman;Vishal Dadlani,Kurbaan (Original Motion Picture Soundtrack),0.54,0.718,2,-6.169,0.0,0.0429,0.022,0.000119,0.248,0.526,166.003,4.0,709.0,indian
11718,Home Sweet Home,160720,False,19,Bill Emerson,Gold Plated Banjo,0.461,0.634,2,-12.746,1.0,0.0329,0.737,0.97,0.307,0.962,127.129,4.0,324.0,bluegrass
11719,Computerliebe (Auf St. Pauli...) - Mallorca Version,209309,False,26,Lorenz Büffel;Sven Florijan,Xtreme Mallorca Hits 2014,0.689,0.995,7,-1.095,0.0,0.202,0.0788,0.0,0.328,0.856,145.932,4.0,495.0,happy
11720,Un vrai garçon,102320,False,13,Chorus of Pinocchio,Pinocchio,0.371,0.218,7,-16.201,1.0,0.0347,0.927,0.283,0.104,0.244,119.984,4.0,195.0,disney
11721,Get A Life,312720,False,21,Freestylers,Raw As F**k,0.71,0.952,11,-6.286,0.0,0.0557,0.0232,0.000121,0.286,0.889,137.976,4.0,714.0,breakbeat
11722,Take A Picture,363800,False,67,Filter,Title Of Record (Expanded Edition),0.541,0.776,2,-8.042,1.0,0.0298,0.00147,0.000221,0.178,0.282,98.986,4.0,592.0,industrial
11723,Proud,176378,False,0,Pink Boss,Proud,0.541,0.627,3,-8.764,1.0,0.0723,0.392,0.0,0.125,0.682,130.056,5.0,367.0,j-dance
11724,The Pentagram Burns,384946,False,16,Satyricon,Live at the Opera,0.406,0.977,2,-10.303,1.0,0.0809,0.00794,0.0497,0.953,0.0594,125.004,4.0,799.0,black-metal
11725,午前0時のシンパシー,205633,False,19,Negicco,午前0時のシンパシー,0.7,0.824,3,-4.565,0.0,0.0598,0.564,1.05e-05,0.0677,0.914,149.873,4.0,500.0,j-idol
11726,Torii Road,128571,False,49,Tenno,Legends of the Past,0.782,0.492,3,-12.049,1.0,0.0537,0.665,0.786,0.203,0.137,140.115,4.0,296.0,sleep
11727,Burning Inside - Original Mix,349201,False,0,Chaos Descent,When Life Leads Us to Death,0.58,0.9,7,-5.734,1.0,0.0532,0.000283,5.95e-06,0.354,0.0744,120.03,4.0,698.0,iranian
11728,Guns Out,136144,True,12,Vybz Kartel;SSMG Productionz,DANCEHALL HITS,0.725,0.865,2,-8.859,1.0,0.281,0.512,2.32e-06,0.0963,0.889,89.058,4.0,200.0,j-dance
11729,"Oi, Atende Aí",162351,False,41,Alemão Do Forró;Robério e Seus Teclados,"Alemão do Forró, Vol. 06: O Rei do Forró Capixaba",0.65,0.684,5,-4.016,1.0,0.0459,0.28,0.0,0.0517,0.929,186.082,4.0,502.0,forro
11730,Oxalá Babá,193893,False,25,Africania,Ori,0.893,0.671,11,-8.777,1.0,0.0619,0.646,0.2,0.117,0.933,99.998,4.0,320.0,afrobeat
11731,No. 1. - Lent Et Douloureux,156533,False,41,Isan,Trois Gymnopedies,0.632,0.461,7,-15.866,1.0,0.0804,0.667,0.861,0.0805,0.498,201.97,3.0,495.0,idm
11732,leading me on but i'm not mad about it,174030,False,49,remy,leading me on but i'm not mad about it,0.826,0.595,1,-7.491,1.0,0.0409,0.334,0.00338,0.112,0.484,98.01,4.0,278.0,sleep
11733,So Eager,239400,False,22,Taproot,Blue-Sky Research (U.S. Version),0.416,0.971,9,-3.469,1.0,0.0983,0.000153,0.009,0.448,0.204,87.425,4.0,348.0,industrial
11734,Forest Life,110000,False,28,DGHTR,Forest Life,0.863,0.431,9,-8.065,0.0,0.155,0.901,0.00945,0.108,0.805,144.021,4.0,262.0,study
11735,Blaue Schönheit,222812,False,42,Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,0.165,0.431,0,-28.561,1.0,0.0461,0.905,0.956,0.546,0.00119,93.02,4.0,340.0,sleep
11736,Camina la Vida - Extended,147001,False,20,Shaila Dúrcal;Alex Sirvent,Amor Dividido,0.529,0.614,11,-6.803,1.0,0.0843,0.0444,1.52e-05,0.0459,0.652,175.755,3.0,414.0,spanish
11737,Clear Rain,144030,False,0,Rain for Sleep,Binaural Rainfall,0.151,1.0,10,-13.875,1.0,0.0584,0.114,0.999,0.479,1e-05,135.861,3.0,281.0,sleep
11738,Who I Am,152493,False,49,Anne-Marie,Therapy,0.694,0.806,0,-5.597,1.0,0.0599,0.0542,0.0,0.0927,0.664,98.077,4.0,247.0,chicago-house
11739,Impossible and Overwhelming,326680,False,14,Bassnectar,Underground Communication,0.636,0.584,8,-10.868,0.0,0.0534,0.234,0.568,0.631,0.0695,95.013,4.0,517.0,breakbeat
11740,Peixes,159344,True,45,Xamã;Bagua Records;Portugal No Beat;Xavi,Zodíaco,0.858,0.636,1,-4.99,1.0,0.0897,0.107,0.0,0.127,0.647,122.05,4.0,319.0,brazil
11741,On The Roof Of The World,191701,False,24,Blue Highway,On The Roof Of The World,0.608,0.795,11,-4.974,1.0,0.0299,0.191,0.0362,0.122,0.909,119.797,4.0,370.0,bluegrass
11742,Gravy,173371,False,21,Jobii,Meander,0.662,0.466,4,-8.315,1.0,0.0398,0.802,0.482,0.126,0.129,146.073,4.0,411.0,study
11743,Crosstown Traffic,146573,False,64,Jimi Hendrix,Electric Ladyland,0.486,0.963,0,-5.586,0.0,0.129,0.248,2.39e-06,0.158,0.533,113.133,4.0,276.0,bluegrass
11744,Jeder Tag ist ein Geschenk,193920,False,22,Ingo ohne Flamingo,Jeder Tag ist ein Geschenk,0.729,0.921,11,-5.175,1.0,0.0466,0.00574,0.0028,0.114,0.672,125.015,4.0,391.0,happy
11745,Loose,182200,False,54,Primer 55,Introduction To Mayhem,0.649,0.923,1,-4.537,1.0,0.0348,4.51e-05,0.623,0.369,0.517,108.217,4.0,324.0,industrial
11746,Míranos - Versión acústica,227591,False,29,Alex Ubago,Míranos (Versión acústica),0.466,0.57,11,-5.194,1.0,0.031,0.755,0.0,0.0952,0.366,149.84,4.0,548.0,spanish
11747,Amar Você Não Dói / Vem - Ao Vivo,289776,False,39,Bell Marques,Só as Antigas (Ao Vivo),0.728,0.937,9,-4.794,1.0,0.0354,0.118,0.00841,0.351,0.584,112.014,4.0,538.0,forro
11748,Slowmotion,311106,False,9,Fluke,Six Wheels On My Wagon,0.66,0.452,7,-18.52,1.0,0.03,0.464,0.81,0.105,0.637,109.691,4.0,564.0,breakbeat
11749,Raga - Neelambari,122640,False,37,A. Kanyakumari;Janardan Mitta,Prashantham,0.273,0.08,1,-13.988,1.0,0.0422,0.986,0.253,0.0628,0.184,88.252,4.0,171.0,indian
11750,Jeito De Amar (Ao Vivo),182741,False,43,Aviões do Forró,CD Do DVD Itapebussu (Ao Vivo),0.712,0.897,1,-7.861,1.0,0.0424,0.728,0.0,0.05,0.971,97.717,4.0,297.0,forro
11751,Não Me Espere,250727,False,30,BK;Goribeatzz,Castelos & Ruínas,0.686,0.823,5,-4.657,1.0,0.276,0.39,3.68e-05,0.144,0.498,89.833,4.0,372.0,brazil
11752,O Fracasso Não É o Fim,289906,False,2,Gerson Rufino,O Fracasso Não É o Fim,0.629,0.713,1,-2.518,1.0,0.0488,0.489,0.0,0.143,0.488,145.997,4.0,685.0,brazil
11753,Parabellum,133636,False,49,Dalsin;Alaska;Gioprod,Parabellum,0.681,0.607,11,-5.3,1.0,0.367,0.476,0.0,0.104,0.306,87.535,4.0,188.0,brazil
11754,"Lavenders Blue (from ""Cinderella"")",152000,False,37,Leonardo Holmes,Disney Classics on Piano (Vol. 3),0.572,0.0604,5,-26.857,1.0,0.0502,0.994,0.959,0.111,0.424,106.027,3.0,261.0,disney
11755,Forgotten Moments,365494,False,18,Lenny Dee,Thunderdome 25 Years Of Hardcore,0.607,0.892,2,-6.939,1.0,0.0374,0.112,0.949,0.12,0.0973,95.491,4.0,581.0,happy
11756,Wenn der Mond (feat. Le Boome de Tschaque & Bünger),178833,False,25,Anstandslos & Durchgeknallt;Le Boome De Tschaque;Bünger,Wenn der Mond (feat. Le Boome de Tschaque & Bünger),0.565,0.634,6,-6.209,1.0,0.283,0.00582,0.000561,0.0588,0.341,136.111,4.0,393.0,happy
11757,Pete The Cat Theme,45200,False,1,Pete the Cat;Elvis Costello,Kids Theme Songs,0.597,0.66,7,-8.02,1.0,0.0636,0.267,2.36e-06,0.0928,0.331,75.111,4.0,47.0,disney
11758,Party On Da Weekend,214706,False,29,Kenne' Wayne,Time To Get Loose,0.884,0.534,9,-9.658,1.0,0.094,0.182,0.00128,0.269,0.849,105.021,4.0,371.0,bluegrass
11759,Véia Que Me Banca,131867,False,38,Paulo Pires,Véia Que Me Banca,0.747,0.793,7,-5.255,1.0,0.0799,0.213,0.0,0.267,0.898,157.815,4.0,341.0,forro
11760,なんてったってアイドル,251626,False,37,Kyoko Koizumi,ザ・ベスト,0.588,0.97,7,-8.125,1.0,0.0751,0.11,0.000553,0.986,0.576,165.855,4.0,675.0,techno
11761,Music Take Me Up,394400,False,11,Fingers Inc.,Another Side,0.873,0.636,7,-8.668,1.0,0.13,0.0959,0.00514,0.0673,0.69,123.635,4.0,807.0,chicago-house
11762,Yemanjá Chegou,258359,False,26,Criolo,Sobre Viver,0.711,0.515,2,-8.238,0.0,0.0514,0.679,0.000324,0.0971,0.679,90.91,4.0,385.0,brazil
11763,次のSeason(アンダーガールズ),264706,False,25,AKB48,UZA<Type-A>【通常盤】,0.468,0.919,8,-4.926,1.0,0.0513,0.189,6.61e-06,0.31,0.507,97.469,4.0,422.0,j-idol
11764,I'll Get Away,248920,False,25,The Infamous Stringdusters,Let It Go,0.598,0.664,6,-8.996,1.0,0.0342,0.629,0.000328,0.119,0.445,123.909,4.0,504.0,bluegrass
11765,Tata Masamba,284826,False,17,Ricardo Lemvo,Shall We Salsa,0.807,0.696,0,-8.106,0.0,0.0341,0.714,4.57e-06,0.247,0.931,91.029,4.0,423.0,afrobeat
11766,Take It,195189,True,32,AMARIA BB,What's Done in the Dark,0.747,0.552,7,-5.247,1.0,0.225,0.172,0.000886,0.155,0.494,83.925,4.0,271.0,j-dance
11767,LOVE ME DO,228600,False,30,SCANDAL,YELLOW,0.619,0.842,6,-3.096,1.0,0.0572,0.018,0.0,0.351,0.591,119.991,4.0,447.0,j-idol
11768,What $ Love - Roman's Remix,334617,False,5,Romanthony;Roman,What $ Love (2014 Remixes),0.823,0.708,1,-7.411,1.0,0.273,0.0371,5.16e-06,0.0638,0.478,120.538,4.0,670.0,chicago-house
